common.name,species.name,1905,1906,1907,1910,1911,1929,1930,1932,1944,1946,1948,1949,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
blackbird sp.,Icteridae sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varied Thrush,Ixoreus naevius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Dark-eyed Junco,Junco hyemalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,2,1,0,1,1,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,64,0,0,89,0,112,0,82,121,120,123,137,0,121,128,105,0
Dark-eyed Junco (Slate-colored),Junco hyemalis hyemalis/carolinensis,0,0,0,0,0,0,0,6,31,22,9,60,29,61,327,190,78,20,39,58,273,72,69,70,200,110,85,77,31,34,71,94,75,29,310,170,245,294,231,199,121,225,116,299,179,0,94,126,412,74,364,165,77,40,94,106,121,116,258,409,193,159,0,162,0,86,100,0,156,0,236,0,0,0,0,0,205,0,0,0,46
Northern Shrike,Lanius excubitor,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,2,1,3,1,0,0,0,5,1,3,2,9,5,0,4,2,1,7,1,1,1,1,0,0,1,0,4,2,1,5,5,5,2,2,1,5,4,0,2,2,1,3,2,4,1,1,3,4,3,6,4,2,2,7,0,5
gull sp.,Larinae sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herring Gull,Larus argentatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,50,5,3,0,5,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring-billed Gull,Larus delawarensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,466,0,0,98,37,0,0,92,230,236,0,724,29,0,142,0,6,0,0,0,0,16,54,0,2,126,0,0,0,0
Iceland Gull,Larus glaucoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hooded Merganser,Lophodytes cucullatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0
Red Crossbill,Loxia curvirostra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White-winged Crossbill,Loxia leucoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Belted Kingfisher,Megaceryle alcyon,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,1,0,0,0,0,0,2,0,1,0,0,0,1,2,1,1,0,3,3,3,0,2,2,0,1,3,0,1,2,2,1,5,1,0,0,1,2,2,1
Eastern Screech-Owl,Megascops asio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
screech-owl sp.,Megascops sp.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-bellied Woodpecker,Melanerpes carolinus,0,0,0,0,0,0,0,1,0,4,0,2,1,1,1,0,0,1,0,3,0,1,0,3,0,1,0,1,0,0,0,0,1,0,1,1,2,2,1,4,5,7,4,3,7,6,4,4,7,7,16,8,7,12,17,17,14,13,13,18,12,17,19,10,19,11,9,13,17,14,30,21,23,27,61,26,37,19,36,47,31
Red-headed Woodpecker,Melanerpes erythrocephalus,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,1,0,2,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Turkey,Meleagris gallopavo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,0,0,1,32,12,120,39,27,57,83,54,126,32,63,26,93
Swamp Sparrow,Melospiza georgiana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Song Sparrow,Melospiza melodia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Common Merganser,Mergus merganser,0,0,0,0,0,0,0,0,0,0,1,0,10,21,17,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,3,0,0,0,0,4,4,0,0,2,0,0,1,0,11,5,19,109,3,95,12,50,24
Red-breasted Merganser,Mergus serrator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Northern Mockingbird,Mimus polyglottos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown-headed Cowbird,Molothrus ater,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Townsend's Solitaire,Myadestes townsendi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
new world quail sp.,Odontophoridae sp.,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House Sparrow,Passer domesticus,0,0,0,0,0,0,0,0,221,216,0,300,917,350,1138,550,263,523,724,614,680,930,870,480,490,860,390,900,440,360,1000,560,1100,227,826,1100,1713,887,613,922,446,784,934,692,937,463,387,460,431,592,1290,968,517,489,196,565,467,607,315,475,324,615,434,267,285,225,152,234,241,108,244,584,122,141,622,186,209,114,209,70,161
Savannah Sparrow,Passerculus sandwichensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gray Jay,Perisoreus canadensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring-necked Pheasant,Phasianus colchicus,0,0,0,0,0,24,5,69,14,14,48,17,143,133,147,108,203,92,111,27,53,20,225,12,100,38,9,35,5,52,29,26,93,14,112,96,262,0,82,325,41,66,208,44,71,26,10,8,15,3,9,3,28,2,1,11,27,4,4,9,4,49,3,1,7,0,2,2,21,7,8,8,3,3,7,6,1,3,3,6,0
Rose-breasted Grosbeak,Pheucticus ludovicianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-billed Magpie,Pica hudsonia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Downy Woodpecker,Picoides pubescens,4,1,2,0,0,8,4,4,3,11,9,22,21,10,30,20,12,8,7,7,10,13,6,19,7,7,7,19,9,8,22,11,26,12,30,33,43,48,13,46,40,47,48,42,38,53,31,43,68,36,48,45,28,39,50,49,64,77,103,76,83,78,56,35,86,47,35,60,71,38,62,69,63,70,68,63,72,76,77,89,68
Hairy Woodpecker,Picoides villosus,0,0,0,0,0,3,3,2,7,5,1,10,3,2,11,4,4,12,5,6,1,3,3,5,4,8,4,2,11,7,10,5,11,9,20,20,21,32,10,24,34,35,39,42,21,36,23,31,34,25,37,22,17,19,23,28,20,27,40,29,36,29,25,23,28,26,10,24,27,20,37,34,25,17,44,33,32,20,26,27,29
Pine Grosbeak,Pinicola enucleator,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,39,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eastern Towhee,Pipilo erythrophthalmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotted Towhee,Pipilo maculatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotted/Eastern Towhee (Rufous-sided Towhee),Pipilo maculatus/erythrophthalmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow Bunting,Plectrophenax nivalis,0,3,0,0,0,2,0,25,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,60,65,0,30,0,0,0,0,0,0,0,0,0,0,60,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pied-billed Grebe,Podilymbus podiceps,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-capped Chickadee,Poecile atricapillus,0,0,0,0,0,35,11,3,2,44,41,67,62,118,59,136,28,33,33,57,49,52,31,52,49,55,28,74,45,89,62,54,91,63,128,230,225,257,117,363,181,245,276,267,233,292,216,314,316,283,312,322,401,263,443,294,439,371,487,290,930,423,377,218,381,255,173,260,340,0,356,480,428,334,451,357,395,270,477,395,367
chickadee sp.,Poecile sp.,0,5,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Common Grackle,Quiscalus quiscula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,40,5,4,3,5,9,2,5,0,19,3,1,6,1,0,4,0,0,4,0,5,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Common Grackle (Purple),Quiscalus quiscula quiscula/stonei,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden-crowned Kinglet,Regulus satrapa,0,0,0,0,0,0,4,0,0,3,2,2,0,57,2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Bluebird,Sialia sialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,1,0,1
Red-breasted Nuthatch,Sitta canadensis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,3,4,1,0,1,0,0,2,1,8,3,1,2,10,0,22,0,18,10,11,0,3,0,0,70,0,1,2,0,2,1,0,1,2,0,1,1,6,6,3
White-breasted Nuthatch,Sitta carolinensis,7,2,0,0,2,20,13,10,13,22,5,31,53,24,37,34,15,21,9,24,15,26,11,14,9,10,9,12,17,15,43,20,38,18,53,92,85,114,27,61,56,61,74,65,71,81,31,124,75,98,89,109,74,44,87,55,85,80,132,66,390,84,109,183,71,70,60,85,64,30,84,97,64,68,91,63,93,66,98,136,103
nuthatch sp.,Sitta sp.,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Siskin,Spinus pinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,300,0,36,9,27,1,16,9,47,2,0,158,0,1,63,1,29,49,127,12,219,77,26,28,26,0,100,0,15,0,0,3,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,1,55,0
Spinus sp. (goldfinch sp.),Spinus sp. (goldfinch sp.),2,9,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Goldfinch,Spinus tristis,0,8,0,0,0,0,0,4,0,0,50,5,100,114,452,372,8,3,3,63,291,109,59,13,21,20,23,5,34,20,150,42,10,55,121,87,67,108,36,118,144,111,61,68,66,175,63,66,167,49,110,74,55,43,119,130,90,66,223,101,206,67,154,45,156,111,53,81,38,110,131,203,266,177,155,267,102,79,161,183,66
Clay-colored Sparrow,Spizella pallida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chipping Sparrow,Spizella passerina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
American Tree Sparrow,Spizelloides arborea,0,0,40,0,0,3,1,54,13,1,87,36,76,62,291,419,146,15,82,61,307,84,18,34,92,73,21,460,12,80,2,52,98,44,304,550,131,178,154,91,137,150,22,224,61,192,23,152,539,177,150,135,5,4,21,45,48,45,46,94,95,261,61,47,7,4,82,18,23,167,28,8,31,78,30,28,53,13,31,14,70
Great Gray Owl,Strix nebulosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barred Owl,Strix varia,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,2,1,1,1,1,2,0,0,0,1,1,0,1,0,2,1,2,2,0,0,1,1,0,3,1,3,3,2,2,1,5,1,2,1,1,1,1
Western/Eastern Meadowlark,Sturnella neglecta/magna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
European Starling,Sturnus vulgaris,0,0,0,0,0,0,0,0,378,35,0,78,49,106,199,90,114,376,32,299,91,752,342,130,100,62,59,87,170,190,400,610,580,80,337,700,1388,948,224,1848,2100,918,1381,693,939,1339,351,1895,1062,794,587,1077,802,250,961,739,252,598,458,314,304,824,1415,541,381,1059,342,481,334,117,586,405,537,432,547,185,358,275,384,284,362
Northern Hawk Owl,Surnia ulula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carolina Wren,Thryothorus ludovicianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Thrasher,Toxostoma rufum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter Wren,Troglodytes hiemalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pacific/Winter Wren,Troglodytes pacificus/hiemalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
American Robin,Turdus migratorius,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,2,0,1,13,1,2,12,10,2,2,5,1,0,0,33,2,1,0,0,0,6,2,3,0,28,68,22,51,1067,7,8,107,12,11,25,24,428,17,98,135,120,3,53,43,2,355,65
Mourning Dove,Zenaida macroura,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,35,1,0,0,0,0,1,0,1,1,0,0,2,45,76,15,3,6,50,5,18,42,9,31,12,6,24,37,90,83,32,33,2,33,50,29,24,120,63,36,86,52,15,40,30,22,11,33,14,36,45,26,82,46,23,20,20,6,12,11
White-throated Sparrow,Zonotrichia albicollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,3,1,1,0,21,0
White-crowned Sparrow,Zonotrichia leucophrys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
