"","Acanthis flammea","Acanthis hornemanni","Accipiter cooperii","Accipiter gentilis","Accipiter striatus","Aegolius acadicus","Agelaius phoeniceus","Aix sponsa","Ammodramus savannarum","Anas acuta","Anas americana","Anas clypeata","Anas crecca","Anas discors","Anas penelope","Anas platyrhynchos","Anas rubripes","Anas strepera","Anser albifrons","Anser erythropus","Anthus rubescens","Ardea alba","Ardea herodias","Asio flammeus","Asio otus","Aythya affinis","Aythya americana","Aythya collaris","Aythya marila","Aythya valisineria","Baeolophus bicolor","Bombycilla cedrorum","Bombycilla garrulus","Bonasa umbellus","Botaurus lentiginosus","Branta bernicla","Branta canadensis","Branta hutchinsii","Bubo scandiacus","Bubo virginianus","Bucephala albeola","Bucephala clangula","Bucephala islandica","Buteo jamaicensis","Buteo lagopus","Buteo lineatus","Buteo platypterus","Butorides virescens","Calcarius lapponicus","Calidris alba","Calidris alpina","Calidris mauri","Calidris melanotos","Calidris minutilla","Calidris pusilla","Caracara cheriway","Cardellina pusilla","Cardinalis cardinalis","Cathartes aura","Catharus guttatus","Catharus minimus","Catharus ustulatus","Certhia americana","Charadrius vociferus","Chen caerulescens","Chen rossii","Chondestes grammacus","Chroicocephalus philadelphia","Chroicocephalus ridibundus","Circus cyaneus","Cistothorus palustris","Cistothorus platensis","Clangula hyemalis","Coccothraustes vespertinus","Colaptes auratus","Colinus virginianus","Columba livia","Coragyps atratus","Corvus brachyrhynchos","Corvus corax","Corvus ossifragus","Cyanocitta cristata","Cygnus buccinator","Cygnus columbianus","Cygnus olor","Dryocopus pileatus","Dumetella carolinensis","Egretta caerulea","Eremophila alpestris","Euphagus carolinus","Euphagus cyanocephalus","Falco columbarius","Falco mexicanus","Falco peregrinus","Falco sparverius","Fulica americana","Gallinago delicata","Gavia immer","Gavia stellata","Geothlypis trichas","Haemorhous mexicanus","Haemorhous purpureus","Haliaeetus leucocephalus","Histrionicus histrionicus","Hydrocoloeus minutus","Hylocichla mustelina","Icteria virens","Icterus bullockii","Icterus galbula","Ixoreus naevius","Junco hyemalis","Lanius excubitor","Lanius ludovicianus","Larus argentatus","Larus delawarensis","Larus fuscus","Larus glaucoides","Larus hyperboreus","Larus marinus","Larus thayeri","Leucophaeus atricilla","Leucophaeus pipixcan","Lophodytes cucullatus","Loxia curvirostra","Loxia leucoptera","Megaceryle alcyon","Megascops asio","Melanerpes carolinus","Melanerpes erythrocephalus","Melanitta americana","Melanitta fusca","Melanitta perspicillata","Meleagris gallopavo","Melospiza georgiana","Melospiza lincolnii","Melospiza melodia","Mergus merganser","Mergus serrator","Mimus polyglottos","Mniotilta varia","Molothrus ater","Myadestes townsendi","Myiopsitta monachus","Nyctanassa violacea","Nycticorax nycticorax","Oreothlypis celata","Oreothlypis peregrina","Oreothlypis ruficapilla","Oxyura jamaicensis","Pandion haliaetus","Parkesia noveboracensis","Passer domesticus","Passerculus sandwichensis","Passerella iliaca","Passerina amoena","Passerina caerulea","Passerina cyanea","Pelecanus erythrorhynchos","Perdix perdix","Perisoreus canadensis","Phalacrocorax auritus","Phalacrocorax carbo","Phasianus colchicus","Pheucticus ludovicianus","Pheucticus melanocephalus","Pica hudsonia","Picoides arcticus","Picoides pubescens","Picoides villosus","Pinicola enucleator","Pipilo erythrophthalmus","Pipilo maculatus","Plectrophenax nivalis","Pluvialis squatarola","Podiceps auritus","Podiceps grisegena","Podilymbus podiceps","Poecile atricapillus","Poecile carolinensis","Poecile hudsonicus","Polioptila caerulea","Pooecetes gramineus","Porzana carolina","Quiscalus quiscula","Rallus elegans","Rallus limicola","Regulus calendula","Regulus satrapa","Sayornis phoebe","Scolopax minor","Seiurus aurocapilla","Selasphorus rufus","Setophaga caerulescens","Setophaga coronata","Setophaga discolor","Setophaga dominica","Setophaga fusca","Setophaga palmarum","Setophaga petechia","Setophaga pinus","Setophaga ruticilla","Setophaga tigrina","Sialia sialis","Sitta canadensis","Sitta carolinensis","Sphyrapicus varius","Spinus pinus","Spinus tristis","Spiza americana","Spizella passerina","Spizella pusilla","Spizelloides arborea","Strix varia","Sturnella magna","Sturnella neglecta","Sturnus vulgaris","Tachycineta bicolor","Thryothorus ludovicianus","Toxostoma rufum","Tringa flavipes","Tringa melanoleuca","Troglodytes aedon","Troglodytes hiemalis","Turdus migratorius","Tympanuchus phasianellus","Tyto alba","Vireo solitarius","Zenaida macroura","Zonotrichia albicollis","Zonotrichia atricapilla","Zonotrichia leucophrys","Zonotrichia querula"
"PA1960",0,0,8,0,2,0,0,0,0,4,2,0,0,0,0,1480,245,0,0,0,0,0,3,1,0,0,4,0,1,140,1208,273,0,27,0,0,3,0,0,2,2,760,0,32,0,4,0,0,12,0,0,0,0,0,0,0,0,2116,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,44,15,15,0,0,919,0,0,399,0,0,0,3,0,0,113,1,0,0,0,2,26,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2597,1,0,0,2,0,0,0,0,0,0,0,2,5,0,10,0,0,0,0,0,0,121,0,0,589,0,1,4,0,79,0,0,0,0,0,0,0,0,0,0,5050,1,6,0,0,0,0,0,0,0,0,447,0,0,9,0,533,133,74,0,0,50,0,0,0,0,1225,2,0,0,0,0,2,0,0,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,482,9,16,209,0,0,49,562,0,6,0,5711,0,43,0,0,0,0,0,149,0,0,0,261,373,0,5,0
"PA1965",140,0,13,0,7,1,5,4,0,6,4,1,2,0,0,2510,249,0,0,0,0,0,6,0,1,14,8,2,1,110,2370,353,0,51,0,0,57,0,0,9,16,1145,0,56,1,5,0,0,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,78,11,0,0,0,0,0,0,0,0,0,95,45,15,0,0,1160,0,0,876,0,0,5,13,3,0,132,0,0,0,0,2,68,6,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4230,0,0,0,0,0,0,0,0,0,0,0,2,132,26,51,0,0,0,0,0,0,83,5,7,1610,3,2,15,0,79,0,0,0,0,0,0,0,1,0,0,7200,5,4,0,0,0,0,0,0,0,0,542,0,0,0,0,1050,241,10,0,0,9,0,1,0,15,3180,14,1,0,5,0,57,0,0,15,119,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,41,890,12,69,1230,0,2,339,2230,2,12,0,32900,0,238,3,0,0,0,0,199,0,0,0,507,314,0,27,0
"PA1970",20,0,22,2,13,0,68,3,0,1,0,0,6,0,0,2077,177,0,0,0,0,0,6,0,2,16,1,5,0,110,3943,622,0,46,0,0,147,0,0,31,39,475,0,90,3,6,0,0,1,0,0,0,0,0,0,0,0,6100,0,3,0,0,280,28,0,0,0,0,0,0,0,0,0,274,150,13,1677,0,1766,0,0,2214,0,10,14,55,5,0,211,7,0,0,0,0,129,7,0,1,0,0,0,221,0,0,0,0,0,0,0,0,8641,0,0,3,2,0,0,0,0,0,0,0,0,56,26,57,0,3,0,0,0,0,156,6,0,2884,0,2,12,0,158,0,0,0,1,0,0,0,0,0,0,10273,1,11,0,0,0,0,0,0,0,0,466,0,0,0,0,1812,420,32,0,0,2,0,2,0,30,5246,3,0,0,1,0,154,0,0,30,625,2,0,1,0,0,11,0,0,0,0,0,0,0,0,8,116,1616,24,339,1970,0,10,301,1715,0,9,0,53877,0,1484,6,0,0,1,0,392,0,0,0,2236,4080,0,23,0
"PA1975",119,0,20,2,9,0,40,1,0,1,1,0,4,0,0,2374,150,0,0,1,0,0,17,0,0,8,6,1,1,52,4087,1054,0,39,0,0,553,0,0,39,81,516,0,150,3,4,0,0,0,0,0,0,0,0,0,0,0,6503,0,13,0,0,170,19,0,0,0,0,0,2,0,0,0,363,140,3,7662,0,1532,0,0,1753,0,0,7,38,8,0,30,0,0,1,0,0,81,1,0,0,0,0,225,188,0,0,0,0,0,0,0,0,7800,0,0,2,6,0,0,0,0,0,0,0,31,6,0,64,0,13,1,0,0,0,117,5,0,2752,6,1,6,0,33,0,0,0,0,0,0,0,0,0,0,9029,0,13,0,0,0,0,0,0,0,0,212,0,0,0,0,1760,1260,0,0,0,5,0,4,0,5,5843,2,0,0,1,0,39,0,0,9,217,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,95,1887,20,139,2953,0,5,143,1442,1,20,0,22310,0,527,5,0,0,0,0,822,0,0,0,4083,4844,0,29,0
"PA1980",14,0,48,0,16,0,273,3,0,1,1,0,2,0,0,2857,95,1,0,0,0,0,52,0,0,3,1,2,0,2,3986,1733,0,38,0,0,1735,0,0,61,17,83,0,231,3,6,0,0,0,0,0,0,0,0,0,0,0,5921,0,23,1,0,144,28,0,0,0,2,0,1,1,0,0,149,255,1,6373,0,1985,0,0,2116,0,4,5,30,2,0,0,4,0,0,0,0,95,10,0,1,0,1,3725,410,0,0,0,0,0,0,0,0,7301,0,0,4,31,0,0,0,0,0,0,0,18,10,2,90,30,60,2,0,0,0,15,3,2,3495,0,2,14,0,2197,0,0,0,0,0,0,0,0,0,0,8251,0,2,0,0,0,0,0,0,0,0,62,0,0,0,0,1647,366,0,0,0,0,0,1,0,2,6135,30,1,0,0,0,334,0,0,11,136,0,0,0,0,0,27,0,0,0,1,0,0,0,0,4,116,2040,47,134,3960,0,7,214,586,0,1,0,42622,0,467,4,0,0,1,0,19439,0,0,0,5713,5413,0,2,0
"PA1985",5,0,45,0,27,0,5,6,0,0,1,0,3,0,0,6245,201,2,0,0,0,0,52,0,0,2,0,0,1,3,4143,1994,0,22,0,0,2168,0,0,35,30,102,0,220,0,11,0,0,0,0,0,0,0,0,0,0,0,5428,0,19,0,0,100,1,1,0,0,22,0,2,0,0,0,245,200,0,6747,0,2398,0,0,1876,0,0,4,26,4,0,0,0,0,0,0,0,45,0,0,2,0,0,8771,69,0,0,0,0,0,0,0,0,5149,1,0,0,77,0,0,0,0,0,0,0,21,0,0,101,67,203,1,0,0,0,24,5,1,2212,2,2,17,0,39,0,0,0,0,0,0,0,0,0,0,7307,0,3,0,0,0,0,0,0,4,0,54,0,0,0,0,1578,337,0,21,0,0,0,0,0,6,4025,383,0,0,0,0,544,0,0,7,277,0,0,0,0,0,34,0,0,0,0,0,0,0,0,27,75,1666,46,514,2282,0,0,45,214,1,0,0,18018,0,830,1,0,0,0,0,12179,0,0,0,5630,3346,0,2,0
"PA1990",0,0,65,0,42,0,0,9,0,2,6,0,5,0,0,10619,154,3,0,0,1,0,52,0,0,0,1,1,1,2,2996,935,0,6,0,0,3302,0,0,51,17,36,0,284,1,5,0,0,0,0,0,0,0,0,0,0,0,4390,0,9,0,0,52,2,0,0,0,4,0,4,0,0,0,9,239,0,7527,0,2960,0,0,2114,0,0,0,38,0,0,0,0,0,0,0,0,42,8,0,0,0,0,7720,32,0,0,0,0,0,0,0,0,3867,0,0,140,1311,0,0,0,0,0,0,0,24,0,0,61,108,419,0,0,0,0,93,4,0,1671,3,0,42,0,16,0,0,0,0,0,0,0,0,0,0,7741,0,3,0,0,0,0,0,0,2,0,30,0,0,0,0,1445,301,0,20,0,0,0,0,0,11,1990,281,0,0,0,0,10,0,0,8,135,0,0,0,0,0,49,0,0,0,0,0,0,0,0,48,39,1283,26,29,1507,0,0,55,212,0,0,0,14239,0,950,1,0,0,0,0,4112,0,0,0,5951,1221,0,2,0
"PA1995",22,0,60,0,43,1,2,3,0,0,1,0,3,0,0,8449,140,0,0,0,0,0,107,0,0,0,1,2,0,2,2809,341,0,3,0,0,4426,0,0,55,30,21,0,325,0,9,0,0,0,0,0,0,0,0,0,0,0,3730,0,5,0,0,73,3,0,0,0,0,0,2,0,0,0,0,218,0,9112,0,4159,0,0,2283,0,0,0,71,0,0,0,0,0,11,0,7,23,51,0,0,0,0,4578,14,0,0,0,0,0,0,0,0,3562,0,0,542,4882,1,0,0,1,0,0,0,56,0,0,74,91,734,0,0,0,0,360,6,0,1333,4,0,77,0,0,0,0,0,0,0,0,0,0,0,0,6927,0,3,0,0,0,0,0,0,1,0,30,0,0,0,0,1307,271,0,16,0,0,0,2,0,22,1523,935,0,0,0,0,17,0,0,1,116,4,1,0,0,0,38,0,0,0,0,0,0,0,0,79,71,1166,40,6,1924,0,0,21,119,2,0,0,12729,0,889,0,0,0,0,0,5251,0,0,0,5244,1119,0,2,0
"PA2000",0,0,78,0,58,0,0,2,0,1,2,0,0,0,0,5439,40,0,0,0,0,0,87,0,0,0,0,0,0,9,2422,316,0,4,0,0,5172,0,0,47,18,8,0,404,0,9,0,0,0,0,0,0,0,0,0,0,0,3578,1,5,0,0,51,5,0,0,0,9,0,1,0,0,0,0,137,0,7126,0,30948,0,0,2242,0,81,0,77,1,0,0,0,1,9,0,7,25,26,0,0,0,0,3103,5,0,0,0,0,0,0,0,0,3089,0,0,203,3665,0,0,0,1,0,0,0,52,0,0,42,89,905,1,0,0,0,457,6,1,1455,9,0,131,0,2,0,0,0,0,0,0,0,0,0,0,5573,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,1008,249,0,16,0,0,0,0,0,13,1071,852,0,0,0,0,7,0,0,3,151,0,0,0,0,0,16,0,0,0,0,0,0,0,0,172,31,975,24,0,1783,0,0,32,106,3,0,0,13991,0,1095,1,0,0,0,0,2325,0,0,0,3705,1164,0,1,0
"PA2005",34,0,102,0,42,0,1,10,0,1,0,0,1,0,0,4685,36,0,0,0,0,0,92,0,0,0,0,0,1,6,2446,1132,0,1,0,0,5863,0,0,36,16,6,0,468,0,19,0,0,0,0,0,0,0,0,0,0,0,3095,1,3,0,0,44,1,0,0,0,2,0,0,0,0,0,0,232,0,6671,0,41725,3,0,2174,0,1,0,91,0,0,0,0,0,6,0,17,26,0,0,0,0,0,1547,4,5,0,0,0,0,0,0,0,2586,0,0,444,2128,0,0,0,0,0,0,0,42,0,0,68,49,829,0,0,0,0,680,12,1,1329,8,1,240,0,1,0,0,0,0,0,0,0,0,0,0,3619,0,1,0,0,0,0,0,0,59,0,0,0,0,0,0,1014,243,0,19,0,0,0,1,0,26,890,810,0,0,0,0,8,0,0,6,90,0,0,0,0,0,4,0,0,0,0,0,0,0,0,287,46,938,29,231,2436,0,0,19,101,4,0,0,12716,0,982,2,0,0,0,0,5371,0,0,0,3338,954,0,0,0
"PA2010",0,0,102,0,37,0,2,1,0,0,0,0,0,0,0,3481,20,0,0,0,0,0,93,1,0,4,1,13,0,2,2113,302,0,0,0,0,5447,0,0,40,27,6,0,366,0,22,0,0,0,0,0,0,0,0,0,0,0,2821,46,2,0,0,67,1,0,2,0,0,0,0,0,0,0,0,162,0,3822,1,105123,9,21,1964,0,15,0,110,0,0,0,0,0,9,0,15,9,8,0,1,0,0,1311,7,9,0,0,0,0,0,1,0,2969,0,0,213,1107,1,0,0,0,0,0,0,53,0,49,59,73,906,1,0,0,0,590,17,0,1736,8,7,356,0,3,0,0,0,0,0,0,1,0,0,0,3358,0,3,0,0,0,0,0,0,91,0,1,0,0,0,0,1020,228,0,16,0,0,0,2,0,24,838,710,0,0,0,0,0,0,0,6,212,1,0,0,3,0,18,0,0,0,0,0,0,0,0,365,42,911,21,9,2175,0,6,15,162,13,0,0,17505,0,1048,4,0,0,0,26,5345,0,0,0,2797,721,0,1,0
"PA2015",0,0,106,0,40,0,16,1,0,1,0,0,0,0,0,3398,19,2,0,0,0,0,66,0,0,0,2,5,2,1,2259,1093,0,0,0,0,5885,0,0,59,21,3,0,463,0,33,0,0,0,0,0,0,0,0,0,0,0,3225,134,7,0,0,42,3,1,0,0,0,0,3,0,0,0,0,258,0,3585,0,77704,18,32,2727,0,46,0,196,1,0,0,0,0,17,0,13,9,3,0,0,0,0,2051,15,22,0,0,0,0,1,0,0,3029,0,0,355,3730,1,1,0,1,0,0,0,61,0,0,56,90,1183,2,0,0,0,943,9,0,2445,140,40,335,0,2,0,0,0,0,0,0,0,0,0,0,3771,0,2,0,0,0,0,0,0,111,0,0,0,0,0,0,1106,340,0,21,0,0,0,1,0,18,205,637,0,0,0,0,5,0,0,4,204,1,0,0,0,0,8,0,0,0,0,0,0,0,0,360,34,1257,37,34,2254,0,6,13,102,7,0,0,11161,0,1483,2,0,0,0,26,8653,0,0,0,4586,1349,0,0,0
"DC1900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,35,0,0,0
"DC1910",0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,44,26,12,0,0,5,209,0,0,0,0,0,5,2,0,0,0,22,22,0,0,109,0,9,15,0,0,0,0,0,0,75,3,0,0,0,0,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,119,0,3,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,72,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,29,310,2,0,0,0,0,12,0,0,0,0,0,88,0,0,0,0,64,0,0,0
"DC1915",0,0,5,0,3,0,21,0,0,0,0,0,0,0,0,50,34,1,0,0,0,0,2,0,0,6013,100,0,500,532,101,0,0,0,0,0,25,0,0,0,12,0,0,4,0,8,3,0,0,0,0,0,0,0,0,0,0,84,66,8,0,0,28,29,0,0,0,0,0,8,0,0,0,0,49,81,0,0,1150,0,214,58,0,0,0,0,0,0,34,61,0,0,0,0,10,0,0,0,0,0,0,34,5,0,0,0,0,0,0,0,65,0,9,78,4,0,0,0,0,0,0,0,25,2,23,0,0,8,11,0,0,0,0,13,0,92,6,1,15,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,0,0,0,1,0,2,0,0,0,89,0,0,0,0,6,0,0,6,178,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,19,7,1,0,0,0,49,479,12,0,0,48,0,40,0,0,0,0,0,1,0,0,0,0,151,0,0,0
"DC1920",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,212,0,0,0,0,0,2,0,0,0,500,0,0,5050,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,31,1,0,0,2,30,0,0,0,0,0,1,0,0,0,0,10,17,0,0,25,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,6,97,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,122,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,2,0,10,0,0,0,0,1,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,2,4,0,0,0,6,70,0,0,0,74,0,6,0,0,0,0,0,0,0,0,0,21,15,0,0,0
"DC1935",0,0,1,0,0,0,91,0,0,1150,0,0,31,57,0,548,601,0,0,0,0,0,7,0,0,42,5,0,0,8,107,28,0,0,2,0,0,0,0,0,1,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,166,32,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0,9,49,0,0,0,0,1,0,0,0,0,0,0,1,12,2,0,0,0,0,0,22,2,0,0,0,0,0,0,0,165,0,1,716,105,0,0,0,0,0,0,0,0,0,0,0,0,6,4,22,0,0,0,8,0,146,104,0,20,0,0,0,0,0,2,0,0,0,0,1,0,264,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,31,0,0,0,0,22,15,196,2,0,0,7748,0,14,0,0,0,0,0,1,0,0,0,0,66,0,3,0
"DC1940",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,0,39,1,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,61,0,0,0
"DC1945",0,0,28,0,11,0,1344,4,0,1880,1,0,248,0,0,258,1627,3,0,0,0,0,53,0,0,1,1,0,1,5,1297,125,0,0,0,0,1,0,2,4,0,4,0,39,3,38,0,0,0,0,0,0,0,0,0,0,0,1492,787,33,0,0,112,343,0,0,0,11,0,13,3,0,1,32,124,138,0,50,2146,1,132,673,0,0,0,6,4,0,124,69,0,4,0,4,67,15,0,0,0,0,0,198,58,0,0,0,0,0,0,0,3657,0,2,3042,2267,0,0,0,0,0,4,0,4,0,0,26,0,133,4,0,0,0,0,60,0,1266,1270,3,368,0,30,0,0,0,22,0,0,0,150,0,0,3159,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,525,82,0,25,0,0,0,2,0,4,0,1296,0,0,0,0,2,0,0,32,312,1,0,0,0,0,427,0,0,0,0,0,0,0,0,272,10,569,18,73,776,0,1,423,575,24,39,0,50792,0,376,1,0,0,0,0,15,0,3,0,155,2823,0,1,0
"DC1950",0,0,15,0,21,0,2512,8,0,4066,231,61,1294,0,0,1400,4549,9,0,0,13,3,131,2,0,75,2,4,6,21,1563,194,0,0,1,0,21,0,0,10,84,10,0,85,1,79,0,0,0,0,0,0,1,0,11,0,0,2578,903,88,0,0,229,868,1,0,0,2,0,7,58,2,0,0,434,316,0,177,3864,0,265,1363,0,0,0,17,5,0,126,91,0,0,0,2,80,15,0,0,0,3,0,312,17,0,0,1,0,0,0,0,7864,0,2,2583,8112,0,0,0,0,0,8,0,8,0,0,68,0,301,5,0,0,0,0,703,0,2785,836,9,909,0,52,0,0,0,20,0,0,0,335,1,0,3120,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,796,100,0,135,0,0,0,19,0,35,195,2485,0,0,25,4,14,3,2,28,872,11,1,0,0,0,691,0,0,0,4,0,0,0,0,436,121,642,28,222,2949,0,23,1212,954,42,179,0,99443,0,873,1,7,0,5,0,98,0,4,0,1281,5329,0,28,0
"DC1955",7,0,13,0,15,0,9139,0,0,4837,901,47,1058,0,0,865,3695,3,0,0,1,1,126,3,0,653,15,8,28,69,2070,223,0,0,1,0,72,0,0,11,366,7,0,71,1,79,0,0,0,0,0,0,0,7,1,0,0,3259,1304,17,0,1,143,622,0,0,0,6,0,9,62,4,3,40,410,273,0,99,4758,0,234,2053,0,1,0,31,7,0,10,480,0,0,0,0,90,11,0,14,1,1,0,657,14,0,0,0,1,0,0,0,8412,0,2,8621,13084,0,0,1,0,0,0,0,8,0,0,62,0,479,9,2,0,0,1,487,1,3355,443,59,1500,0,1080,0,0,1,16,1,0,0,8350,1,0,3832,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,895,117,0,25,0,0,0,5,0,10,21,2736,0,0,25,0,28,1,0,41,302,5,0,0,0,0,337,0,1,0,0,0,0,0,0,290,28,832,48,57,2277,0,7,1153,675,41,237,0,124464,0,1046,1,0,0,3,0,574,0,6,0,1397,5693,0,22,0
"DC1960",0,0,9,0,6,0,4806,1,1,1851,402,11,426,0,0,805,2438,3,0,0,39,0,79,1,0,12372,158,714,5702,1706,1687,359,0,0,0,0,32,0,0,20,540,18,0,77,4,69,0,0,2,0,12,0,0,1,0,0,0,4457,704,12,0,0,78,439,0,0,0,14,0,11,10,1,2,343,268,801,0,30,11289,0,592,2505,0,2,0,45,10,0,118,110,0,0,0,0,77,74,0,1,0,0,1,316,7,0,0,0,0,0,2,0,7632,0,3,8032,17504,0,0,0,2,0,30,0,0,0,25,36,0,437,3,0,0,0,0,425,0,3912,296,52,1993,0,5306,0,0,0,17,0,0,0,30662,0,1,4442,43,64,0,0,0,0,0,0,0,0,1,0,1,0,0,989,131,0,0,0,36,0,10,0,6,78,2422,0,0,1,0,420370,0,1,49,137,1,1,0,0,0,105,0,0,0,0,0,0,0,0,44,37,468,45,18,1733,0,2,786,355,13,79,0,1110820,0,471,18,0,0,2,0,25,0,0,0,3377,4102,0,36,0
"DC1965",0,0,7,0,2,3,1790,18,1,482,197,20,519,0,0,1240,1020,7,0,0,5,0,96,0,2,625,10,280,451,24,1320,542,0,0,1,0,51,0,0,13,153,8,0,69,6,30,1,0,1,0,2,0,0,1,1,0,0,4410,1150,11,0,0,79,406,0,0,0,4,0,3,2,1,3,403,165,790,0,24,3610,0,254,1700,0,4,0,38,5,0,59,157,0,1,0,1,69,246,0,0,0,2,209,337,0,0,0,0,1,0,6,0,7400,0,0,5670,7700,0,0,0,62,0,1,0,3,10,0,50,0,348,0,0,0,4,0,159,0,2780,169,2,1930,0,1080,0,0,0,8,0,0,0,18600,0,0,6470,18,146,0,0,0,0,0,0,0,0,1,0,0,0,0,700,100,0,0,0,0,0,9,0,35,55,2480,0,0,2,0,313,0,0,45,166,1,2,0,0,0,36,0,0,0,3,0,0,0,8,7,49,371,30,258,2700,0,35,864,576,9,72,0,126700,0,530,9,0,0,0,0,80,0,0,0,5280,2810,0,91,0
"DC1970",0,0,9,1,14,0,11101,125,0,353,108,0,232,0,3,3141,1538,1,0,0,25,0,177,21,1,334,1,162,8,50,1718,1086,0,0,1,0,172,0,0,21,222,12,0,97,2,44,0,1,0,0,12,0,0,3,0,0,0,5015,937,37,0,0,143,781,0,0,0,57,0,5,3,0,9,157,309,456,1039,93,4498,1,1232,2991,0,4,1,48,11,1,51,325,0,0,0,0,97,286,0,2,0,3,688,799,0,0,0,0,0,0,10,0,5563,0,0,3969,11682,0,0,0,208,0,1,0,18,36,0,76,0,418,5,0,1,0,1,151,0,3110,177,45,2153,0,5992,0,1,0,20,1,0,0,8808,1,0,6807,91,66,0,0,0,0,0,0,0,0,2,0,0,0,0,887,121,0,0,0,8,0,15,0,41,29,2884,0,1,4,0,95419,0,0,61,251,8,13,0,0,0,94,0,0,0,4,0,0,0,0,1,22,210,55,98,1858,0,13,823,130,5,96,0,49888,0,1411,17,1,0,2,0,141,0,0,0,6926,5689,0,77,0
